Year,Field,Plot,Depth,Ntrt,NAdd(g/m2/yr),TrtRecAfter1991,NtrtRecBefore1992,BurnTrtStarting1992,BurnRecBeginning1992,LastYrNtrtRec,Original N,Original Burn,Original Treatment,TrtRecAfter2013,% Carbon,% Nitrogen
year,field,plot,depth,ntrt,nadd,TrtRecAfter1991,NtrtRecBefore1992,burn.trt.1992,BurnRecBeginning1992,ntrt.last.year,ntrt.origin,burn.origin,trt.origin,TrtRecAfter2013,pct.c,pct.n
2009,B,8,,1,0,1,1,1,1,2013,1,0,0,0,0.463,0.039
2009,B,9,,7,50,1,1,1,1,CurrentYear,1,0,0,1,1.597,0.146
2009,B,9,,7,50,1,1,1,1,2013,1,0,0,0,1.597,0.146
2009,B,10,,5,16,1,1,0,0,CurrentYear,1,1,1,1,0.721,0.062
2009,B,10,,5,16,1,1,0,0,2013,1,1,1,0,0.721,0.062
2009,B,11,,5,16,1,1,1,1,2013,1,0,0,0,0.7,0.058
2009,B,11,,5,16,1,1,1,1,CurrentYear,1,0,0,1,0.7,0.058
2009,B,12,,4,10,1,1,0,0,CurrentYear,1,1,1,1,0.973,0.076
2009,B,12,,4,10,1,1,0,0,2013,1,1,1,0,0.973,0.076
2009,B,13,,5,16,1,1,0,0,2013,1,1,1,0,0.93,0.074
2009,B,13,,5,16,1,1,0,0,CurrentYear,1,1,1,1,0.93,0.074
2009,B,14,,3,6,1,1,0,0,CurrentYear,1,1,1,1,0.55,0.046
2009,B,14,,3,6,1,1,0,0,2013,1,1,1,0,0.55,0.046
2009,B,15,,2,3,1,1,0,0,CurrentYear,1,1,1,1,0.66,0.046
2009,B,15,,2,3,1,1,0,0,2013,1,1,1,0,0.66,0.046
2009,B,16,,2,3,1,1,1,1,2013,1,0,0,0,0.783,0.06
2009,B,16,,2,3,1,1,1,1,CurrentYear,1,0,0,1,0.783,0.06
2009,B,17,,8,80,1,1,1,1,2013,1,0,0,0,0.809,0.081
2009,B,17,,8,80,1,1,1,1,CurrentYear,1,0,0,1,0.809,0.081
2009,B,18,,4,10,1,1,0,0,2013,1,1,1,0,0.681,0.053
2009,B,18,,4,10,1,1,0,0,CurrentYear,1,1,1,1,0.681,0.053
2009,B,19,,8,80,1,1,1,1,CurrentYear,1,0,0,1,0.994,0.073
2009,B,19,,8,80,1,1,1,1,2013,1,0,0,0,0.994,0.073
2009,B,20,,4,10,1,1,0,0,2013,1,1,1,0,0.533,0.047
2009,B,20,,4,10,1,1,0,0,CurrentYear,1,1,1,1,0.533,0.047
2009,B,21,,6,28,1,1,0,0,2013,1,1,1,0,0.796,0.077
2009,B,21,,6,28,1,1,0,0,CurrentYear,1,1,1,1,0.796,0.077
2009,B,22,,7,50,1,1,0,0,CurrentYear,1,1,1,1,0.694,0.073
2009,B,22,,7,50,1,1,0,0,2013,1,1,1,0,0.694,0.073
2009,B,23,,3,6,1,1,0,0,2013,1,1,1,0,0.901,0.074
2009,B,23,,3,6,1,1,0,0,CurrentYear,1,1,1,1,0.901,0.074
2009,B,24,,1,0,1,1,0,0,2013,1,1,1,0,0.751,0.061
2009,B,24,,1,0,1,1,0,0,CurrentYear,1,1,1,1,0.751,0.061
2009,B,25,,8,80,1,1,0,0,CurrentYear,1,1,1,1,1.132,0.106
2009,B,25,,8,80,1,1,0,0,2013,1,1,1,0,1.132,0.106
2009,B,26,,6,28,1,1,0,0,2013,1,1,1,0,0.934,0.085
2009,B,26,,6,28,1,1,0,0,CurrentYear,1,1,1,1,0.934,0.085
2009,B,27,,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.463,0.04
2009,B,28,,3,6,1,1,0,0,CurrentYear,1,1,1,1,0.621,0.055
2009,B,28,,3,6,1,1,0,0,2013,1,1,1,0,0.621,0.055
2009,B,29,,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.471,0.042
2009,B,30,,9,0,1,1,1,1,CurrentYear,1,0,0,1,0.583,0.05
2009,B,31,,4,10,1,1,1,1,CurrentYear,1,0,0,1,0.481,0.043
2009,B,31,,4,10,1,1,1,1,2013,1,0,0,0,0.481,0.043
2009,B,32,,5,16,1,1,1,1,2013,1,0,0,0,0.464,0.042
2009,B,32,,5,16,1,1,1,1,CurrentYear,1,0,0,1,0.464,0.042
2009,B,33,,1,0,1,1,1,1,CurrentYear,1,0,0,1,0.462,0.037
2009,B,33,,1,0,1,1,1,1,2013,1,0,0,0,0.462,0.037
2009,B,34,,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.417,0.037
2009,B,35,,2,3,1,1,1,1,2013,1,0,0,0,0.483,0.041
2009,B,35,,2,3,1,1,1,1,CurrentYear,1,0,0,1,0.483,0.041
2009,B,36,,3,6,1,1,1,1,CurrentYear,1,0,0,1,0.638,0.056
2009,B,36,,3,6,1,1,1,1,2013,1,0,0,0,0.638,0.056
2009,B,37,,7,50,1,1,0,0,2013,1,1,1,0,0.656,0.063
2009,B,37,,7,50,1,1,0,0,CurrentYear,1,1,1,1,0.656,0.063
2009,B,38,,8,80,1,1,0,0,2013,1,1,1,0,0.927,0.098
2009,B,38,,8,80,1,1,0,0,CurrentYear,1,1,1,1,0.927,0.098
2009,B,39,,8,80,1,1,0,0,2013,1,1,1,0,0.786,0.086
2009,B,39,,8,80,1,1,0,0,CurrentYear,1,1,1,1,0.786,0.086
2009,B,40,,1,0,1,1,0,0,CurrentYear,1,1,1,1,0.556,0.05
2009,B,40,,1,0,1,1,0,0,2013,1,1,1,0,0.556,0.05
2009,B,41,,5,16,1,1,1,1,CurrentYear,1,0,0,1,0.749,0.064
2009,B,41,,5,16,1,1,1,1,2013,1,0,0,0,0.749,0.064
2009,B,42,,4,10,1,1,1,1,CurrentYear,1,0,0,1,0.663,0.058
2009,B,42,,4,10,1,1,1,1,2013,1,0,0,0,0.663,0.058
2009,B,43,,9,0,1,1,1,1,CurrentYear,1,0,0,1,0.609,0.053
2009,B,44,,2,3,1,1,1,1,CurrentYear,1,0,0,1,0.49,0.041
2009,B,44,,2,3,1,1,1,1,2013,1,0,0,0,0.49,0.041
2009,B,45,,7,50,1,1,1,1,CurrentYear,1,0,0,1,0.851,0.079
2009,B,45,,7,50,1,1,1,1,2013,1,0,0,0,0.851,0.079
2009,B,46,,2,3,1,1,0,0,2013,1,1,1,0,0.558,0.047
2009,B,46,,2,3,1,1,0,0,CurrentYear,1,1,1,1,0.558,0.047
2009,B,47,,6,28,1,1,1,1,CurrentYear,1,0,0,1,0.669,0.054
2009,B,47,,6,28,1,1,1,1,2013,1,0,0,0,0.669,0.054
2009,B,48,,6,28,1,1,1,1,CurrentYear,1,0,0,1,0.833,0.074
2009,B,48,,6,28,1,1,1,1,2013,1,0,0,0,0.833,0.074
2009,B,49,,5,16,1,1,0,0,2013,1,1,1,0,0.613,0.053
2009,B,49,,5,16,1,1,0,0,CurrentYear,1,1,1,1,0.613,0.053
2009,B,50,,3,6,1,1,1,1,CurrentYear,1,0,0,1,0.46,0.041
2009,B,50,,3,6,1,1,1,1,2013,1,0,0,0,0.46,0.041
2009,B,51,,1,0,1,1,1,1,CurrentYear,1,0,0,1,0.548,0.046
2009,B,51,,1,0,1,1,1,1,2013,1,0,0,0,0.548,0.046
2009,B,52,,7,50,1,1,0,0,2013,1,1,1,0,0.937,0.092
2009,B,52,,7,50,1,1,0,0,CurrentYear,1,1,1,1,0.937,0.092
2009,B,53,,7,50,1,1,1,1,CurrentYear,1,0,0,1,0.94,0.083
2009,B,53,,7,50,1,1,1,1,2013,1,0,0,0,0.94,0.083
2009,B,54,,3,6,1,1,1,1,2013,1,0,0,0,0.928,0.07
2009,B,54,,3,6,1,1,1,1,CurrentYear,1,0,0,1,0.928,0.07
2011,C,1,0-20,5,16,0,1,0,0,1991,0,1,0,0,0.855,0.075
2011,C,2,0-20,6,28,0,1,0,0,1991,0,1,0,0,0.868,0.077
2011,C,3,0-20,4,10,1,1,0,0,2013,1,1,1,0,0.634,0.058
2011,C,3,0-20,4,10,1,1,0,0,CurrentYear,1,1,1,1,0.634,0.058
2011,C,4,0-20,7,50,1,1,0,0,CurrentYear,1,1,1,1,0.687,0.065
2011,C,4,0-20,7,50,1,1,0,0,2013,1,1,1,0,0.687,0.065
2011,C,5,0-20,8,80,0,1,0,0,1991,0,1,0,0,0.583,0.056
2011,C,6,0-20,5,16,1,1,0,0,2013,1,1,1,0,0.645,0.062
2011,C,6,0-20,5,16,1,1,0,0,CurrentYear,1,1,1,1,0.645,0.062
2011,C,7,0-20,6,28,1,1,0,0,2013,1,1,1,0,0.84,0.079
2011,C,7,0-20,6,28,1,1,0,0,CurrentYear,1,1,1,1,0.84,0.079
2011,C,8,0-20,5,16,1,1,0,0,2013,1,1,1,0,0.93,0.084
2011,C,8,0-20,5,16,1,1,0,0,CurrentYear,1,1,1,1,0.93,0.084
2011,C,9,0-20,9,0,0,1,0,0,1991,0,1,0,0,0.652,0.064
2011,C,10,0-20,1,0,0,1,0,0,1991,0,1,0,0,1.04,0.098
2011,C,11,0-20,4,10,0,1,0,0,1991,0,1,0,0,0.679,0.068
2011,C,12,0-20,8,80,1,1,0,0,2013,1,1,1,0,0.824,0.079
2011,C,12,0-20,8,80,1,1,0,0,CurrentYear,1,1,1,1,0.824,0.079
2011,C,13,0-20,8,80,0,1,0,0,1991,0,1,0,0,1.103,0.1
2011,C,14,0-20,8,80,0,1,0,0,1991,0,1,0,0,0.789,0.073
2011,C,15,0-20,4,10,1,1,0,0,CurrentYear,1,1,1,1,1.094,0.101
2011,C,15,0-20,4,10,1,1,0,0,2013,1,1,1,0,1.094,0.101
2011,C,16,0-20,3,6,0,1,0,0,1991,0,1,0,0,0.718,0.065
2011,C,17,0-20,6,28,0,1,0,0,1991,0,1,0,0,0.722,0.07
2011,C,18,0-20,1,0,1,1,0,0,CurrentYear,1,1,1,1,0.623,0.06
2011,C,18,0-20,1,0,1,1,0,0,2013,1,1,1,0,0.623,0.06
2011,C,19,0-20,8,80,1,1,0,0,2013,1,1,1,0,0.932,0.09
2011,C,19,0-20,8,80,1,1,0,0,CurrentYear,1,1,1,1,0.932,0.09
2011,C,20,0-20,6,28,0,1,0,0,1991,0,1,0,0,1.984,0.18
2011,C,21,0-20,9,0,1,1,0,0,CurrentYear,1,1,1,1,1.292,0.114
2011,C,22,0-20,7,50,1,1,0,0,2013,1,1,1,0,1.071,0.103
2011,C,22,0-20,7,50,1,1,0,0,CurrentYear,1,1,1,1,1.071,0.103
2011,C,23,0-20,1,0,1,1,0,0,2013,1,1,1,0,0.918,0.08
2011,C,23,0-20,1,0,1,1,0,0,CurrentYear,1,1,1,1,0.918,0.08
2011,C,24,0-20,3,6,0,1,0,0,1991,0,1,0,0,0.972,0.082
2011,C,25,0-20,7,50,0,1,0,0,1991,0,1,0,0,0.754,0.068
2011,C,26,0-20,7,50,0,1,0,0,1991,0,1,0,0,1.21,0.11
2011,C,27,0-20,7,50,1,1,0,0,CurrentYear,1,1,1,1,0.885,0.085
2011,C,27,0-20,7,50,1,1,0,0,2013,1,1,1,0,0.885,0.085
2011,C,28,0-20,8,80,1,1,0,0,CurrentYear,1,1,1,1,0.855,0.082
2011,C,28,0-20,8,80,1,1,0,0,2013,1,1,1,0,0.855,0.082
2011,C,29,0-20,2,3,0,1,0,0,1991,0,1,0,0,0.579,0.055
2011,C,30,0-20,3,6,0,1,0,0,1991,0,1,0,0,0.62,0.058
2011,C,31,0-20,4,10,0,1,0,0,1991,0,1,0,0,0.695,0.065
2011,C,32,0-20,9,0,0,1,0,0,1991,0,1,0,0,0.916,0.084
2011,C,33,0-20,3,6,1,1,0,0,2013,1,1,1,0,1.201,0.092
2011,C,33,0-20,3,6,1,1,0,0,CurrentYear,1,1,1,1,1.201,0.092
2011,C,34,0-20,4,10,0,1,0,0,1991,0,1,0,0,0.903,0.077
2011,C,35,0-20,7,50,0,1,0,0,1991,0,1,0,0,1.026,0.091
2011,C,36,0-20,3,6,1,1,0,0,CurrentYear,1,1,1,1,1.252,0.105
2011,C,36,0-20,3,6,1,1,0,0,2013,1,1,1,0,1.252,0.105
2011,C,37,0-20,4,10,1,1,0,0,2013,1,1,1,0,0.663,0.063
2011,C,37,0-20,4,10,1,1,0,0,CurrentYear,1,1,1,1,0.663,0.063
2011,C,38,0-20,2,3,1,1,0,0,2013,1,1,1,0,0.72,0.065
2011,C,38,0-20,2,3,1,1,0,0,CurrentYear,1,1,1,1,0.72,0.065
2011,C,39,0-20,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.644,0.06
2011,C,40,0-20,9,0,0,1,0,0,1991,0,1,0,0,0.615,0.058
2011,C,41,0-20,6,28,1,1,0,0,2013,1,1,1,0,0.622,0.058
2011,C,41,0-20,6,28,1,1,0,0,CurrentYear,1,1,1,1,0.622,0.058
2011,C,42,0-20,5,16,1,1,0,0,2013,1,1,1,0,1.214,0.105
2011,C,42,0-20,5,16,1,1,0,0,CurrentYear,1,1,1,1,1.214,0.105
2011,C,43,0-20,1,0,1,1,0,0,CurrentYear,1,1,1,1,0.676,0.062
2011,C,43,0-20,1,0,1,1,0,0,2013,1,1,1,0,0.676,0.062
2011,C,44,0-20,3,6,1,1,0,0,2013,1,1,1,0,0.875,0.08
2011,C,44,0-20,3,6,1,1,0,0,CurrentYear,1,1,1,1,0.875,0.08
2011,C,45,0-20,2,3,0,1,0,0,1991,0,1,0,0,0.772,0.072
2011,C,46,0-20,1,0,0,1,0,0,1991,0,1,0,0,0.719,0.062
2011,C,47,0-20,1,0,0,1,0,0,1991,0,1,0,0,0.651,0.055
2011,C,48,0-20,6,28,1,1,0,0,CurrentYear,1,1,1,1,1.24,0.11
2011,C,48,0-20,6,28,1,1,0,0,2013,1,1,1,0,1.24,0.11
2011,C,49,0-20,2,3,1,1,0,0,2013,1,1,1,0,0.592,0.056
2011,C,49,0-20,2,3,1,1,0,0,CurrentYear,1,1,1,1,0.592,0.056
2011,C,50,0-20,2,3,0,1,0,0,1991,0,1,0,0,0.805,0.074
2011,C,51,0-20,5,16,0,1,0,0,1991,0,1,0,0,0.542,0.053
2011,C,52,0-20,2,3,1,1,0,0,CurrentYear,1,1,1,1,0.611,0.058
2011,C,52,0-20,2,3,1,1,0,0,2013,1,1,1,0,0.611,0.058
2011,C,53,0-20,9,0,1,1,0,0,CurrentYear,1,1,1,1,0.481,0.049
2011,C,54,0-20,5,16,0,1,0,0,1991,0,1,0,0,0.574,0.051
