Year,Field,Plot,Depth,NTrt,NAdd,NitrAdd,NAtm+NAdd,Fenced,Orignal Fence Trt,Burned,Original Burn Trt,Original Trt,% Carbon,% Nitrogen
year,field,plot,depth,ntrt,nadd,fertadd,natm.nadd,fence,fence.origin,burn,burn.origin,trt.origin,pct.c,pct.n
2011,B,45,0-20,5,5.44,16,6.44,0,0,1,1,0,0.49,0.051
2011,B,46,0-20,5,5.44,16,6.44,0,0,1,1,0,0.586,0.045
2011,B,47,0-20,8,27.2,80,28.2,0,0,1,1,0,0.788,0.044
2011,B,47,0-20,8,27.2,80,28.2,0,0,1,1,0,0.742,0.043
2011,B,48,0-20,3,2.04,6,3.04,0,0,1,1,0,0.603,0.074
2011,B,49,0-20,2,1.02,3,2.02,0,0,1,1,0,0.637,0.07
2011,B,50,0-20,7,17,50,18,0,0,1,1,0,0.706,0.048
2011,B,51,0-20,6,9.52,28,10.52,0,0,1,1,0,0.591,0.05
2011,B,52,0-20,9,0,0,1,0,0,1,1,0,0.479,0.066
2011,B,53,0-20,7,17,50,18,0,0,1,1,0,0.989,0.047
2011,B,54,0-20,1,0,0,1,0,0,1,1,0,0.569,0.041
