Exp,Year,Field,Plot,Subplot,Ntrt,NAdd(g/m2/yr),BurnTrtStarting1992,LastYrNtrtRec,Original N,Original Burn,Original Fencing,Original Treatment,Species,Mass(g/m2)
exp,year,field,plot,subplot,ntrt,nadd,burn.trt.1992,ntrt.last.year,ntrt.origin,burn.origin,fence.origin,trt.origin,species,mass.above
2,1982,A,1,Whole,5,16,0,1982,1,1,1,1,Achillea millefolium(lanulosa),1.833
2,1982,A,1,Whole,5,16,0,1982,1,1,1,1,Agropyron repens,110.533
2,1982,A,1,Whole,5,16,0,1982,1,1,1,1,Ambrosia coronopifolia,163.333
2,1982,A,1,Whole,5,16,0,1982,1,1,1,1,Euphorbia glyptosperma,0.117
2,1982,A,1,Whole,5,16,0,1982,1,1,1,1,Polygonum convolvulus,23.467
2,1982,A,2,Whole,9,0,0,1982,1,1,1,1,Agropyron repens,65.467
2,1982,A,2,Whole,9,0,0,1982,1,1,1,1,Ambrosia coronopifolia,52.733
2,1982,A,2,Whole,9,0,0,1982,1,1,1,1,Berteroa incana,37.9
2,1982,A,2,Whole,9,0,0,1982,1,1,1,1,Euphorbia (supina) maculata,0.573
2,1982,A,2,Whole,9,0,0,1982,1,1,1,1,Mollugo verticillata,0.24
2,1982,A,2,Whole,9,0,0,1982,1,1,1,1,Polygonum convolvulus,8.5
2,1982,A,2,Whole,9,0,0,1982,1,1,1,1,Setaria lutescens (glauca),5.733
2,1982,A,3,Whole,9,0,0,1982,1,1,1,1,Agropyron repens,31.933
2,1982,A,3,Whole,9,0,0,1982,1,1,1,1,Ambrosia coronopifolia,155.333
2,1982,A,3,Whole,9,0,0,1982,1,1,1,1,Berteroa incana,1.8
2,1982,A,3,Whole,9,0,0,1982,1,1,1,1,Chenopodium album,0.4
2,1982,A,3,Whole,9,0,0,1982,1,1,1,1,Euphorbia glyptosperma,14.033
2,1982,A,3,Whole,9,0,0,1982,1,1,1,1,Mollugo verticillata,4
2,1982,A,3,Whole,9,0,0,1982,1,1,1,1,Polygonum convolvulus,9.367
2,1982,A,3,Whole,9,0,0,1982,1,1,1,1,Setaria lutescens (glauca),0.05
2,1982,A,4,Whole,2,3,0,1982,1,1,1,1,Agropyron repens,55.767
2,1982,A,4,Whole,2,3,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,39.733
2,1982,A,4,Whole,2,3,0,1982,1,1,1,1,Berteroa incana,15.767
2,1982,A,4,Whole,2,3,0,1982,1,1,1,1,Euphorbia (supina) maculata,4.1
2,1982,A,4,Whole,2,3,0,1982,1,1,1,1,Mollugo verticillata,7.2
2,1982,A,4,Whole,2,3,0,1982,1,1,1,1,Polygonum convolvulus,4.8
2,1982,A,4,Whole,2,3,0,1982,1,1,1,1,Setaria lutescens (glauca),0.463
2,1982,A,5,Whole,8,80,0,1982,1,1,1,1,Agropyron repens,153
2,1982,A,5,Whole,8,80,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,256.2
2,1982,A,5,Whole,8,80,0,1982,1,1,1,1,Berteroa incana,0.673
2,1982,A,5,Whole,8,80,0,1982,1,1,1,1,Chenopodium album,0.61
2,1982,A,5,Whole,8,80,0,1982,1,1,1,1,Panicum capillare,4.267
2,1982,A,5,Whole,8,80,0,1982,1,1,1,1,Polygonum convolvulus,44.333
2,1982,A,6,Whole,9,0,0,1982,1,1,1,1,Agropyron repens,18.1
2,1982,A,6,Whole,9,0,0,1982,1,1,1,1,Ambrosia coronopifolia,46.533
2,1982,A,6,Whole,9,0,0,1982,1,1,1,1,Berteroa incana,12.767
2,1982,A,6,Whole,9,0,0,1982,1,1,1,1,Digitaria ischaemum,0.667
2,1982,A,6,Whole,9,0,0,1982,1,1,1,1,Polygonum convolvulus,18.667
2,1982,A,6,Whole,9,0,0,1982,1,1,1,1,Setaria lutescens (glauca),8.433
2,1982,A,7,Whole,9,0,0,1982,1,1,1,1,Achillea millefolium(lanulosa),1.733
2,1982,A,7,Whole,9,0,0,1982,1,1,1,1,Agropyron repens,47.633
2,1982,A,7,Whole,9,0,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,2.7
2,1982,A,7,Whole,9,0,0,1982,1,1,1,1,Digitaria ischaemum,1.733
2,1982,A,7,Whole,9,0,0,1982,1,1,1,1,Poa pratensis,9.2
2,1982,A,7,Whole,9,0,0,1982,1,1,1,1,Polygonum convolvulus,0.59
2,1982,A,7,Whole,9,0,0,1982,1,1,1,1,Setaria lutescens (glauca),9.933
2,1982,A,8,Whole,4,10,0,1982,1,1,1,1,Agropyron repens,64.667
2,1982,A,8,Whole,4,10,0,1982,1,1,1,1,Agrostis scabra,0.243
2,1982,A,8,Whole,4,10,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,70.033
2,1982,A,8,Whole,4,10,0,1982,1,1,1,1,Berteroa incana,21.467
2,1982,A,8,Whole,4,10,0,1982,1,1,1,1,Hedeoma hispida,0.457
2,1982,A,8,Whole,4,10,0,1982,1,1,1,1,Polygonum convolvulus,24.6
2,1982,A,8,Whole,4,10,0,1982,1,1,1,1,Polygonum persicaria,6.5
2,1982,A,8,Whole,4,10,0,1982,1,1,1,1,Setaria lutescens (glauca),163.167
2,1982,A,9,Whole,6,28,0,1982,1,1,1,1,Agropyron repens,102.633
2,1982,A,9,Whole,6,28,0,1982,1,1,1,1,Agrostis scabra,0.15
2,1982,A,9,Whole,6,28,0,1982,1,1,1,1,Ambrosia coronopifolia,227.233
2,1982,A,9,Whole,6,28,0,1982,1,1,1,1,Berteroa incana,21.9
2,1982,A,9,Whole,6,28,0,1982,1,1,1,1,Chenopodium album,0.533
2,1982,A,9,Whole,6,28,0,1982,1,1,1,1,Digitaria ischaemum,6.7
2,1982,A,9,Whole,6,28,0,1982,1,1,1,1,Euphorbia glyptosperma,3.233
2,1982,A,9,Whole,6,28,0,1982,1,1,1,1,Polygonum convolvulus,37.567
2,1982,A,9,Whole,6,28,0,1982,1,1,1,1,Setaria viridis,2.667
2,1982,A,9,Whole,6,28,0,1982,1,1,1,1,Tragopogon dubius (major),6.2
2,1982,A,10,Whole,4,10,0,1982,1,1,1,1,Achillea millefolium(lanulosa),0.027
2,1982,A,10,Whole,4,10,0,1982,1,1,1,1,Agropyron repens,85.2
2,1982,A,10,Whole,4,10,0,1982,1,1,1,1,Ambrosia coronopifolia,90.767
2,1982,A,10,Whole,4,10,0,1982,1,1,1,1,Berteroa incana,21.867
2,1982,A,10,Whole,4,10,0,1982,1,1,1,1,Chenopodium album,0.36
2,1982,A,10,Whole,4,10,0,1982,1,1,1,1,Cyperus sp.,0.353
2,1982,A,10,Whole,4,10,0,1982,1,1,1,1,Euphorbia glyptosperma,0.48
2,1982,A,10,Whole,4,10,0,1982,1,1,1,1,Polygonum convolvulus,12.267
2,1982,A,10,Whole,4,10,0,1982,1,1,1,1,Setaria lutescens (glauca),5.967
2,1982,A,11,Whole,7,50,0,1982,1,1,1,1,Agropyron repens,112.967
2,1982,A,11,Whole,7,50,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,181
2,1982,A,11,Whole,7,50,0,1982,1,1,1,1,Berteroa incana,18.267
2,1982,A,11,Whole,7,50,0,1982,1,1,1,1,Chenopodium album,114.667
2,1982,A,11,Whole,7,50,0,1982,1,1,1,1,Euphorbia (supina) maculata,3.467
2,1982,A,11,Whole,7,50,0,1982,1,1,1,1,Mollugo verticillata,0.82
2,1982,A,11,Whole,7,50,0,1982,1,1,1,1,Polygonum convolvulus,61.367
2,1982,A,11,Whole,7,50,0,1982,1,1,1,1,Setaria lutescens (glauca),3.6
2,1982,A,12,Whole,1,0,0,1982,1,1,1,1,Agropyron repens,55.667
2,1982,A,12,Whole,1,0,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,90.3
2,1982,A,12,Whole,1,0,0,1982,1,1,1,1,Berteroa incana,17.9
2,1982,A,12,Whole,1,0,0,1982,1,1,1,1,Chenopodium album,5.967
2,1982,A,12,Whole,1,0,0,1982,1,1,1,1,Mollugo verticillata,0.057
2,1982,A,12,Whole,1,0,0,1982,1,1,1,1,Polygonum convolvulus,2.967
2,1982,A,12,Whole,1,0,0,1982,1,1,1,1,Setaria lutescens (glauca),52
2,1982,A,12,Whole,1,0,0,1982,1,1,1,1,Verbascum thapsus,0.06
2,1982,A,13,Whole,3,6,0,1982,1,1,1,1,Agropyron repens,109.633
2,1982,A,13,Whole,3,6,0,1982,1,1,1,1,Agrostis scabra,0.77
2,1982,A,13,Whole,3,6,0,1982,1,1,1,1,Ambrosia coronopifolia,10.567
2,1982,A,13,Whole,3,6,0,1982,1,1,1,1,Berteroa incana,2.9
2,1982,A,13,Whole,3,6,0,1982,1,1,1,1,Chenopodium album,22.7
2,1982,A,13,Whole,3,6,0,1982,1,1,1,1,Digitaria ischaemum,6.733
2,1982,A,13,Whole,3,6,0,1982,1,1,1,1,Panicum capillare,6.7
2,1982,A,13,Whole,3,6,0,1982,1,1,1,1,Polygonum convolvulus,2.1
2,1982,A,13,Whole,3,6,0,1982,1,1,1,1,Setaria lutescens (glauca),15.833
2,1982,A,14,Whole,1,0,0,1982,1,1,1,1,Agropyron repens,90.233
2,1982,A,14,Whole,1,0,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,8.233
2,1982,A,14,Whole,1,0,0,1982,1,1,1,1,Berteroa incana,2.667
2,1982,A,14,Whole,1,0,0,1982,1,1,1,1,Polygonum convolvulus,23.367
2,1982,A,14,Whole,1,0,0,1982,1,1,1,1,Setaria lutescens (glauca),54.867
2,1982,A,15,Whole,6,28,0,1982,1,1,1,1,Agropyron repens,68.2
2,1982,A,15,Whole,6,28,0,1982,1,1,1,1,Ambrosia coronopifolia,288.367
2,1982,A,15,Whole,6,28,0,1982,1,1,1,1,Berteroa incana,32.067
2,1982,A,15,Whole,6,28,0,1982,1,1,1,1,Chenopodium album,61.933
2,1982,A,15,Whole,6,28,0,1982,1,1,1,1,Hedeoma hispida,0.743
2,1982,A,15,Whole,6,28,0,1982,1,1,1,1,Polygonum convolvulus,49.2
2,1982,A,15,Whole,6,28,0,1982,1,1,1,1,Setaria lutescens (glauca),41
2,1982,A,16,Whole,2,3,0,1982,1,1,1,1,Agropyron repens,61.933
2,1982,A,16,Whole,2,3,0,1982,1,1,1,1,Agrostis scabra,1.667
2,1982,A,16,Whole,2,3,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,52.4
2,1982,A,16,Whole,2,3,0,1982,1,1,1,1,Berteroa incana,57.8
2,1982,A,16,Whole,2,3,0,1982,1,1,1,1,Crepis tectorum,1.24
2,1982,A,16,Whole,2,3,0,1982,1,1,1,1,Digitaria ischaemum,0.32
2,1982,A,16,Whole,2,3,0,1982,1,1,1,1,Erigeron canadensis,0.44
2,1982,A,16,Whole,2,3,0,1982,1,1,1,1,Polygonum convolvulus,5.133
2,1982,A,17,Whole,1,0,0,1982,1,1,1,1,Agropyron repens,33.567
2,1982,A,17,Whole,1,0,0,1982,1,1,1,1,Agrostis scabra,3.6
2,1982,A,17,Whole,1,0,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,34.2
2,1982,A,17,Whole,1,0,0,1982,1,1,1,1,Berteroa incana,36.467
2,1982,A,17,Whole,1,0,0,1982,1,1,1,1,Digitaria ischaemum,2.967
2,1982,A,17,Whole,1,0,0,1982,1,1,1,1,Euphorbia (supina) maculata,0.07
2,1982,A,17,Whole,1,0,0,1982,1,1,1,1,Mollugo verticillata,0.46
2,1982,A,17,Whole,1,0,0,1982,1,1,1,1,Polygonum convolvulus,6.633
2,1982,A,17,Whole,1,0,0,1982,1,1,1,1,Setaria lutescens (glauca),0.137
2,1982,A,18,Whole,7,50,0,1982,1,1,1,1,Agropyron repens,84.333
2,1982,A,18,Whole,7,50,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,110.2
2,1982,A,18,Whole,7,50,0,1982,1,1,1,1,Berteroa incana,10.133
2,1982,A,18,Whole,7,50,0,1982,1,1,1,1,Carex sp.,0.157
2,1982,A,18,Whole,7,50,0,1982,1,1,1,1,Digitaria ischaemum,0.323
2,1982,A,18,Whole,7,50,0,1982,1,1,1,1,Lespedeza capitata,0.633
2,1982,A,18,Whole,7,50,0,1982,1,1,1,1,Polygonum convolvulus,51.567
2,1982,A,19,Whole,6,28,0,1982,1,1,1,1,Agropyron repens,143.6
2,1982,A,19,Whole,6,28,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,226.933
2,1982,A,19,Whole,6,28,0,1982,1,1,1,1,Berteroa incana,17.033
2,1982,A,19,Whole,6,28,0,1982,1,1,1,1,Digitaria ischaemum,34.1
2,1982,A,19,Whole,6,28,0,1982,1,1,1,1,Polygonum convolvulus,60.7
2,1982,A,19,Whole,6,28,0,1982,1,1,1,1,Setaria lutescens (glauca),61.667
2,1982,A,20,Whole,5,16,0,1982,1,1,1,1,Agropyron repens,114.733
2,1982,A,20,Whole,5,16,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,102.767
2,1982,A,20,Whole,5,16,0,1982,1,1,1,1,Berteroa incana,13.2
2,1982,A,20,Whole,5,16,0,1982,1,1,1,1,Chenopodium album,109.133
2,1982,A,20,Whole,5,16,0,1982,1,1,1,1,Cyperus sp.,0.287
2,1982,A,20,Whole,5,16,0,1982,1,1,1,1,Digitaria ischaemum,3.567
2,1982,A,20,Whole,5,16,0,1982,1,1,1,1,Panicum capillare,7.567
2,1982,A,20,Whole,5,16,0,1982,1,1,1,1,Polygonum convolvulus,14.2
2,1982,A,20,Whole,5,16,0,1982,1,1,1,1,Setaria lutescens (glauca),110.967
2,1982,A,20,Whole,5,16,0,1982,1,1,1,1,Setaria viridis,57.667
2,1982,A,21,Whole,1,0,0,1982,1,1,1,1,Agropyron repens,82.667
2,1982,A,21,Whole,1,0,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,27.433
2,1982,A,21,Whole,1,0,0,1982,1,1,1,1,Berteroa incana,15.567
2,1982,A,21,Whole,1,0,0,1982,1,1,1,1,Chenopodium album,0.23
2,1982,A,21,Whole,1,0,0,1982,1,1,1,1,Mollugo verticillata,0.04
2,1982,A,21,Whole,1,0,0,1982,1,1,1,1,Polygonum convolvulus,5.667
2,1982,A,21,Whole,1,0,0,1982,1,1,1,1,Setaria lutescens (glauca),33.8
2,1982,A,22,Whole,2,3,0,1982,1,1,1,1,Agropyron repens,58.6
2,1982,A,22,Whole,2,3,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,104.967
2,1982,A,22,Whole,2,3,0,1982,1,1,1,1,Chenopodium album,18.667
2,1982,A,22,Whole,2,3,0,1982,1,1,1,1,Digitaria ischaemum,54.267
2,1982,A,22,Whole,2,3,0,1982,1,1,1,1,Erigeron canadensis,3.433
2,1982,A,22,Whole,2,3,0,1982,1,1,1,1,Euphorbia (supina) maculata,5.167
2,1982,A,22,Whole,2,3,0,1982,1,1,1,1,Fragaria virginiana,0.107
2,1982,A,22,Whole,2,3,0,1982,1,1,1,1,Miscellaneous herbs,0.41
2,1982,A,22,Whole,2,3,0,1982,1,1,1,1,Poa pratensis,3.533
2,1982,A,22,Whole,2,3,0,1982,1,1,1,1,Polygonum convolvulus,11.9
2,1982,A,22,Whole,2,3,0,1982,1,1,1,1,Setaria lutescens (glauca),4.3
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Agropyron repens,31.933
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Ambrosia coronopifolia,206.167
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Berteroa incana,66.633
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Chenopodium album,85.833
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Crepis tectorum,0.353
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Digitaria ischaemum,2
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Erigeron canadensis,4.467
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Hedeoma hispida,0.8
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Miscellaneous herbs,0.133
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Mollugo verticillata,6.033
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Polygonum convolvulus,31.467
2,1982,A,23,Whole,4,10,0,1982,1,1,1,1,Tragopogon dubius (major),6.733
2,1982,A,24,Whole,3,6,0,1982,1,1,1,1,Agropyron repens,71.833
2,1982,A,24,Whole,3,6,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,54.033
2,1982,A,24,Whole,3,6,0,1982,1,1,1,1,Berteroa incana,3.233
2,1982,A,24,Whole,3,6,0,1982,1,1,1,1,Cenchrus longispinus,3.967
2,1982,A,24,Whole,3,6,0,1982,1,1,1,1,Chenopodium album,12.367
2,1982,A,24,Whole,3,6,0,1982,1,1,1,1,Digitaria ischaemum,9
2,1982,A,24,Whole,3,6,0,1982,1,1,1,1,Mollugo verticillata,1.267
2,1982,A,24,Whole,3,6,0,1982,1,1,1,1,Polygonum convolvulus,48.533
2,1982,A,25,Whole,6,28,0,1982,1,1,1,1,Agropyron repens,157.167
2,1982,A,25,Whole,6,28,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,56.933
2,1982,A,25,Whole,6,28,0,1982,1,1,1,1,Chenopodium album,8.067
2,1982,A,25,Whole,6,28,0,1982,1,1,1,1,Digitaria ischaemum,1.667
2,1982,A,25,Whole,6,28,0,1982,1,1,1,1,Panicum capillare,12.467
2,1982,A,25,Whole,6,28,0,1982,1,1,1,1,Polygonum convolvulus,39.833
2,1982,A,25,Whole,6,28,0,1982,1,1,1,1,Setaria lutescens (glauca),51.333
2,1982,A,25,Whole,6,28,0,1982,1,1,1,1,Setaria viridis,15.1
2,1982,A,26,Whole,4,10,0,1982,1,1,1,1,Agropyron repens,132.7
2,1982,A,26,Whole,4,10,0,1982,1,1,1,1,Agrostis scabra,0.21
2,1982,A,26,Whole,4,10,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,68.4
2,1982,A,26,Whole,4,10,0,1982,1,1,1,1,Berteroa incana,13.733
2,1982,A,26,Whole,4,10,0,1982,1,1,1,1,Digitaria ischaemum,23.9
2,1982,A,26,Whole,4,10,0,1982,1,1,1,1,Mollugo verticillata,0.037
2,1982,A,26,Whole,4,10,0,1982,1,1,1,1,Polygonum convolvulus,4.333
2,1982,A,26,Whole,4,10,0,1982,1,1,1,1,Setaria lutescens (glauca),10.867
2,1982,A,27,Whole,5,16,0,1982,1,1,1,1,Agropyron repens,143.233
2,1982,A,27,Whole,5,16,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,121.267
2,1982,A,27,Whole,5,16,0,1982,1,1,1,1,Berteroa incana,53.133
2,1982,A,27,Whole,5,16,0,1982,1,1,1,1,Chenopodium album,99.633
2,1982,A,27,Whole,5,16,0,1982,1,1,1,1,Panicum capillare,0.993
2,1982,A,27,Whole,5,16,0,1982,1,1,1,1,Setaria lutescens (glauca),82.833
2,1982,A,28,Whole,8,80,0,1982,1,1,1,1,Agropyron repens,142.133
2,1982,A,28,Whole,8,80,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,306.2
2,1982,A,28,Whole,8,80,0,1982,1,1,1,1,Berteroa incana,10.933
2,1982,A,28,Whole,8,80,0,1982,1,1,1,1,Polygonum convolvulus,43.867
2,1982,A,28,Whole,8,80,0,1982,1,1,1,1,Setaria viridis,5.9
2,1982,A,29,Whole,2,3,0,1982,1,1,1,1,Agropyron repens,87.333
2,1982,A,29,Whole,2,3,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,58
2,1982,A,29,Whole,2,3,0,1982,1,1,1,1,Berteroa incana,24.233
2,1982,A,29,Whole,2,3,0,1982,1,1,1,1,Digitaria ischaemum,0.08
2,1982,A,29,Whole,2,3,0,1982,1,1,1,1,Euphorbia (supina) maculata,5.733
2,1982,A,29,Whole,2,3,0,1982,1,1,1,1,Panicum capillare,2.133
2,1982,A,29,Whole,2,3,0,1982,1,1,1,1,Poa pratensis,0.243
2,1982,A,29,Whole,2,3,0,1982,1,1,1,1,Polygonum convolvulus,13.633
2,1982,A,30,Whole,1,0,0,1982,1,1,1,1,Agropyron repens,27.633
2,1982,A,30,Whole,1,0,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,59.167
2,1982,A,30,Whole,1,0,0,1982,1,1,1,1,Berteroa incana,5.033
2,1982,A,30,Whole,1,0,0,1982,1,1,1,1,Chenopodium album,9.333
2,1982,A,30,Whole,1,0,0,1982,1,1,1,1,Crepis tectorum,0.247
2,1982,A,30,Whole,1,0,0,1982,1,1,1,1,Digitaria ischaemum,4.767
2,1982,A,30,Whole,1,0,0,1982,1,1,1,1,Lespedeza capitata,0.01
2,1982,A,30,Whole,1,0,0,1982,1,1,1,1,Polygonum convolvulus,1.477
2,1982,A,30,Whole,1,0,0,1982,1,1,1,1,Setaria lutescens (glauca),1.273
2,1982,A,31,Whole,8,80,0,1982,1,1,1,1,Agropyron repens,96.633
2,1982,A,31,Whole,8,80,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,140.567
2,1982,A,31,Whole,8,80,0,1982,1,1,1,1,Digitaria ischaemum,6.367
2,1982,A,31,Whole,8,80,0,1982,1,1,1,1,Melilotus sp.,0.037
2,1982,A,31,Whole,8,80,0,1982,1,1,1,1,Mollugo verticillata,2.833
2,1982,A,31,Whole,8,80,0,1982,1,1,1,1,Polygonum convolvulus,46
2,1982,A,31,Whole,8,80,0,1982,1,1,1,1,Setaria lutescens (glauca),1.34
2,1982,A,31,Whole,8,80,0,1982,1,1,1,1,Setaria viridis,42.933
2,1982,A,32,Whole,7,50,0,1982,1,1,1,1,Agropyron repens,187.067
2,1982,A,32,Whole,7,50,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,129.333
2,1982,A,32,Whole,7,50,0,1982,1,1,1,1,Carex sp.,0.55
2,1982,A,32,Whole,7,50,0,1982,1,1,1,1,Chenopodium album,16.7
2,1982,A,32,Whole,7,50,0,1982,1,1,1,1,Digitaria ischaemum,0.063
2,1982,A,32,Whole,7,50,0,1982,1,1,1,1,Polygonum convolvulus,57
2,1982,A,32,Whole,7,50,0,1982,1,1,1,1,Setaria lutescens (glauca),5.367
2,1982,A,33,Whole,6,28,0,1982,1,1,1,1,Agropyron repens,74.333
2,1982,A,33,Whole,6,28,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,3.267
2,1982,A,33,Whole,6,28,0,1982,1,1,1,1,Berteroa incana,91.8
2,1982,A,33,Whole,6,28,0,1982,1,1,1,1,Chenopodium album,25.167
2,1982,A,33,Whole,6,28,0,1982,1,1,1,1,Digitaria ischaemum,11.167
2,1982,A,33,Whole,6,28,0,1982,1,1,1,1,Mollugo verticillata,0.603
2,1982,A,33,Whole,6,28,0,1982,1,1,1,1,Polygonum convolvulus,7.533
2,1982,A,33,Whole,6,28,0,1982,1,1,1,1,Polygonum pensylvanicum,9.033
2,1982,A,33,Whole,6,28,0,1982,1,1,1,1,Setaria lutescens (glauca),66.333
2,1982,A,34,Whole,1,0,0,1982,1,1,1,1,Agropyron repens,35.333
2,1982,A,34,Whole,1,0,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,48.733
2,1982,A,34,Whole,1,0,0,1982,1,1,1,1,Berteroa incana,22.233
2,1982,A,34,Whole,1,0,0,1982,1,1,1,1,Chenopodium album,75.433
2,1982,A,34,Whole,1,0,0,1982,1,1,1,1,Euphorbia glyptosperma,3.1
2,1982,A,34,Whole,1,0,0,1982,1,1,1,1,Panicum capillare,7.833
2,1982,A,34,Whole,1,0,0,1982,1,1,1,1,Polygonum convolvulus,12.733
2,1982,A,34,Whole,1,0,0,1982,1,1,1,1,Setaria lutescens (glauca),175.267
2,1982,A,35,Whole,2,3,0,1982,1,1,1,1,Agropyron repens,60.2
2,1982,A,35,Whole,2,3,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,13.233
2,1982,A,35,Whole,2,3,0,1982,1,1,1,1,Berteroa incana,9.6
2,1982,A,35,Whole,2,3,0,1982,1,1,1,1,Euphorbia (supina) maculata,0.663
2,1982,A,35,Whole,2,3,0,1982,1,1,1,1,Polygonum convolvulus,13.867
2,1982,A,35,Whole,2,3,0,1982,1,1,1,1,Setaria lutescens (glauca),89.867
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Agropyron repens,61.033
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,131.733
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Berteroa incana,55.733
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Chenopodium album,38.167
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Digitaria ischaemum,0.127
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Erigeron canadensis,2.767
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Euphorbia (supina) maculata,6.033
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Mollugo verticillata,0.177
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Panicum capillare,1.8
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Polygonum convolvulus,31.4
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Setaria lutescens (glauca),27.367
2,1982,A,36,Whole,3,6,0,1982,1,1,1,1,Setaria viridis,0.98
2,1982,A,37,Whole,9,0,0,1982,1,1,1,1,Agropyron repens,63.567
2,1982,A,37,Whole,9,0,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,81.6
2,1982,A,37,Whole,9,0,0,1982,1,1,1,1,Aristida basiramea,1.367
2,1982,A,37,Whole,9,0,0,1982,1,1,1,1,Berteroa incana,25.3
2,1982,A,37,Whole,9,0,0,1982,1,1,1,1,Digitaria ischaemum,2.433
2,1982,A,37,Whole,9,0,0,1982,1,1,1,1,Panicum capillare,0.12
2,1982,A,37,Whole,9,0,0,1982,1,1,1,1,Polygonum convolvulus,4.6
2,1982,A,37,Whole,9,0,0,1982,1,1,1,1,Setaria lutescens (glauca),2.833
2,1982,A,37,Whole,9,0,0,1982,1,1,1,1,Setaria viridis,23.067
2,1982,A,37,Whole,9,0,0,1982,1,1,1,1,Verbascum thapsus,0.087
2,1982,A,38,Whole,2,3,0,1982,1,1,1,1,Agropyron repens,16.5
2,1982,A,38,Whole,2,3,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,84.467
2,1982,A,38,Whole,2,3,0,1982,1,1,1,1,Berteroa incana,40.2
2,1982,A,38,Whole,2,3,0,1982,1,1,1,1,Lespedeza capitata,2.1
2,1982,A,38,Whole,2,3,0,1982,1,1,1,1,Polygonum convolvulus,4.367
2,1982,A,38,Whole,2,3,0,1982,1,1,1,1,Setaria lutescens (glauca),119.733
2,1982,A,38,Whole,2,3,0,1982,1,1,1,1,Setaria viridis,101.4
2,1982,A,39,Whole,4,10,0,1982,1,1,1,1,Agropyron repens,71.1
2,1982,A,39,Whole,4,10,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,245.1
2,1982,A,39,Whole,4,10,0,1982,1,1,1,1,Berteroa incana,86.5
2,1982,A,39,Whole,4,10,0,1982,1,1,1,1,Chenopodium album,24.5
2,1982,A,39,Whole,4,10,0,1982,1,1,1,1,Digitaria ischaemum,0.18
2,1982,A,39,Whole,4,10,0,1982,1,1,1,1,Panicum capillare,4.267
2,1982,A,39,Whole,4,10,0,1982,1,1,1,1,Polygonum convolvulus,44.567
2,1982,A,39,Whole,4,10,0,1982,1,1,1,1,Setaria lutescens (glauca),0.113
2,1982,A,40,Whole,5,16,0,1982,1,1,1,1,Agropyron repens,19.567
2,1982,A,40,Whole,5,16,0,1982,1,1,1,1,Ambrosia artemisiifolia elatior,88.033
