"","field","exp","plot","subplot","year","ntrt","disk","other.add","ntrt.origin","burn.origin","fence.origin","mass.above"
"1","A",1,1,"Whole",1982,9,0,0,1,1,1,7.69071428571429
"2","A",1,1,"Whole",1983,9,0,0,1,1,1,25.1045625
"3","A",1,1,"Whole",1984,9,0,0,1,1,1,17.2577647058824
"4","A",1,1,"Whole",1985,9,0,0,1,1,1,26.6796875
"5","A",1,1,"Whole",1986,9,0,0,1,1,1,42.0778888888889
"6","A",1,1,"Whole",1987,9,0,0,1,1,1,53.2575625
"7","A",1,1,"Whole",1988,9,0,0,1,1,1,36.0262
"8","A",1,1,"Whole",1989,9,0,0,1,1,1,52.9815555555556
"9","A",1,1,"Whole",1990,9,0,0,1,1,1,53.2214545454545
"10","A",1,1,"Whole",1991,9,0,0,1,1,1,41.766375
"11","A",1,1,"Whole",1992,9,0,0,1,1,1,54.8033
"12","A",1,1,"Whole",1993,9,0,0,1,1,1,44.0951818181818
"13","A",1,1,"Whole",1994,9,0,0,1,1,1,70.5183636363636
"14","A",1,1,"Whole",1995,9,0,0,1,1,1,125.210666666667
"15","A",1,1,"Whole",1996,9,0,0,1,1,1,40.44875
"16","A",1,1,"Whole",1997,9,0,0,1,1,1,80.0605
"17","A",1,1,"Whole",1998,9,0,0,1,1,1,142.8102
"18","A",1,1,"Whole",1999,9,0,0,1,1,1,136.214857142857
"19","A",1,1,"Whole",2000,9,0,0,1,1,1,95.986
"20","A",1,1,"Whole",2001,9,0,0,1,1,1,56.6561666666667
"21","A",1,1,"Whole",2002,9,0,0,1,1,1,77.00925
"22","A",1,1,"Whole",2003,9,0,0,1,1,1,85.5672
"23","A",1,1,"Whole",2004,9,0,0,1,1,1,7.5619
"24","A",1,1,"Whole",2008,9,0,0,1,0,0,8.06416666666667
"25","A",1,1,"Whole",2013,9,0,0,1,0,0,15.665
"26","A",1,1,"Whole",2018,9,0,0,1,0,0,13.3390909090909
"27","A",1,1,"Whole",2019,9,0,0,1,0,0,14.5014285714286
"28","A",1,2,"Whole",1982,2,0,1,1,1,1,16.3236
"29","A",1,2,"Whole",1983,2,0,1,1,1,1,29.3406363636364
"30","A",1,2,"Whole",1984,2,0,1,1,1,1,26.1915882352941
"31","A",1,2,"Whole",1985,2,0,1,1,1,1,22.3220714285714
"32","A",1,2,"Whole",1986,2,0,1,1,1,1,34.2283333333333
"33","A",1,2,"Whole",1987,2,0,1,1,1,1,66.25925
"34","A",1,2,"Whole",1988,2,0,1,1,1,1,31.141625
"35","A",1,2,"Whole",1989,2,0,1,1,1,1,33.4475
"36","A",1,2,"Whole",1990,2,0,1,1,1,1,48.580625
"37","A",1,2,"Whole",1991,2,0,1,1,1,1,48.9058181818182
"38","A",1,2,"Whole",1992,2,0,1,1,1,1,59.3995
"39","A",1,2,"Whole",1993,2,0,1,1,1,1,56.6
"40","A",1,2,"Whole",1994,2,0,1,1,1,1,43.6776666666667
"41","A",1,2,"Whole",1995,2,0,1,1,1,1,95.870625
"42","A",1,2,"Whole",1996,2,0,1,1,1,1,98.9675714285714
"43","A",1,2,"Whole",1997,2,0,1,1,1,1,151.5675
"44","A",1,2,"Whole",1998,2,0,1,1,1,1,121.647571428571
"45","A",1,2,"Whole",1999,2,0,1,1,1,1,190.4445
"46","A",1,2,"Whole",2000,2,0,1,1,1,1,87.1522857142857
"47","A",1,2,"Whole",2001,2,0,1,1,1,1,75.467
"48","A",1,2,"Whole",2002,2,0,1,1,1,1,193.1608
"49","A",1,2,"Whole",2003,2,0,1,1,1,1,127.950666666667
"50","A",1,2,"Whole",2004,2,0,1,1,1,1,18.7228333333333
"51","A",1,2,"Whole",2008,2,0,1,1,0,0,13.29875
"52","A",1,2,"Whole",2013,2,0,1,1,0,0,29.84
"53","A",1,2,"Whole",2018,2,0,1,1,0,0,24.12875
"54","A",1,2,"Whole",2019,2,0,1,1,0,0,21.23625
"55","A",1,3,"Whole",1982,4,0,1,1,1,1,17.8125
"56","A",1,3,"Whole",1983,4,0,1,1,1,1,25.5359230769231
"57","A",1,3,"Whole",1984,4,0,1,1,1,1,43.878
"58","A",1,3,"Whole",1985,4,0,1,1,1,1,54.6515555555556
"59","A",1,3,"Whole",1986,4,0,1,1,1,1,40.2777647058824
"60","A",1,3,"Whole",1987,4,0,1,1,1,1,80.5798571428571
"61","A",1,3,"Whole",1988,4,0,1,1,1,1,141.21575
"62","A",1,3,"Whole",1989,4,0,1,1,1,1,75.9375714285714
"63","A",1,3,"Whole",1990,4,0,1,1,1,1,185.218
"64","A",1,3,"Whole",1991,4,0,1,1,1,1,91.271125
"65","A",1,3,"Whole",1992,4,0,1,1,1,1,37.9647333333333
"66","A",1,3,"Whole",1993,4,0,1,1,1,1,28.3845263157895
"67","A",1,3,"Whole",1994,4,0,1,1,1,1,35.0028
"68","A",1,3,"Whole",1995,4,0,1,1,1,1,96.349125
"69","A",1,3,"Whole",1996,4,0,1,1,1,1,180.03425
"70","A",1,3,"Whole",1997,4,0,1,1,1,1,69.5771666666667
"71","A",1,3,"Whole",1998,4,0,1,1,1,1,155.578333333333
"72","A",1,3,"Whole",1999,4,0,1,1,1,1,153.828833333333
"73","A",1,3,"Whole",2000,4,0,1,1,1,1,78.0874
"74","A",1,3,"Whole",2001,4,0,1,1,1,1,98.93175
"75","A",1,3,"Whole",2002,4,0,1,1,1,1,96.2674
"76","A",1,3,"Whole",2003,4,0,1,1,1,1,105.93225
"77","A",1,3,"Whole",2004,4,0,1,1,1,1,44.0927833333333
"78","A",1,3,"Whole",2008,4,0,1,1,0,0,41.8633333333333
"79","A",1,3,"Whole",2013,4,0,1,1,0,0,75.08
"80","A",1,3,"Whole",2018,4,0,1,1,0,0,33.0622222222222
"81","A",1,3,"Whole",2019,4,0,1,1,0,0,45.06
"82","A",1,4,"Whole",1982,2,0,1,1,1,1,16.3330909090909
"83","A",1,4,"Whole",1983,2,0,1,1,1,1,15.8392857142857
"84","A",1,4,"Whole",1984,2,0,1,1,1,1,42.7215
"85","A",1,4,"Whole",1985,2,0,1,1,1,1,28.9880833333333
"86","A",1,4,"Whole",1986,2,0,1,1,1,1,21.4152
"87","A",1,4,"Whole",1987,2,0,1,1,1,1,54.1340909090909
"88","A",1,4,"Whole",1988,2,0,1,1,1,1,62.39625
"89","A",1,4,"Whole",1989,2,0,1,1,1,1,82.4577142857143
"90","A",1,4,"Whole",1990,2,0,1,1,1,1,53.597375
"91","A",1,4,"Whole",1991,2,0,1,1,1,1,130.3581
"92","A",1,4,"Whole",1992,2,0,1,1,1,1,69.3936666666667
"93","A",1,4,"Whole",1993,2,0,1,1,1,1,31.2084375
"94","A",1,4,"Whole",1994,2,0,1,1,1,1,50.3026363636364
"95","A",1,4,"Whole",1995,2,0,1,1,1,1,110.767
"96","A",1,4,"Whole",1996,2,0,1,1,1,1,111.6055
"97","A",1,4,"Whole",1997,2,0,1,1,1,1,103.226166666667
"98","A",1,4,"Whole",1998,2,0,1,1,1,1,163.998
"99","A",1,4,"Whole",1999,2,0,1,1,1,1,122.488833333333
"100","A",1,4,"Whole",2000,2,0,1,1,1,1,112.462777777778
"101","A",1,4,"Whole",2001,2,0,1,1,1,1,146.847666666667
"102","A",1,4,"Whole",2002,2,0,1,1,1,1,81.7001666666667
"103","A",1,4,"Whole",2003,2,0,1,1,1,1,141.2468
"104","A",1,4,"Whole",2004,2,0,1,1,1,1,22.6318857142857
"105","A",1,4,"Whole",2008,2,0,1,1,0,0,11.1816666666667
"106","A",1,4,"Whole",2013,2,0,1,1,0,0,15.8744444444444
"107","A",1,4,"Whole",2018,2,0,1,1,0,0,30.35125
"108","A",1,4,"Whole",2019,2,0,1,1,0,0,24.3825
"109","A",1,5,"Whole",1982,9,0,0,1,1,1,48.819
"110","A",1,5,"Whole",1983,9,0,0,1,1,1,20.7089166666667
"111","A",1,5,"Whole",1984,9,0,0,1,1,1,30.9772105263158
"112","A",1,5,"Whole",1985,9,0,0,1,1,1,36.4311538461538
"113","A",1,5,"Whole",1986,9,0,0,1,1,1,20.2978947368421
"114","A",1,5,"Whole",1987,9,0,0,1,1,1,31.3258461538462
"115","A",1,5,"Whole",1988,9,0,0,1,1,1,69.532875
"116","A",1,5,"Whole",1989,9,0,0,1,1,1,40.5818181818182
"117","A",1,5,"Whole",1990,9,0,0,1,1,1,56.5508571428571
"118","A",1,5,"Whole",1991,9,0,0,1,1,1,55.6065454545455
"119","A",1,5,"Whole",1992,9,0,0,1,1,1,92.9053333333333
"120","A",1,5,"Whole",1993,9,0,0,1,1,1,101.2035
"121","A",1,5,"Whole",1994,9,0,0,1,1,1,59.729
"122","A",1,5,"Whole",1995,9,0,0,1,1,1,63.4637272727273
"123","A",1,5,"Whole",1996,9,0,0,1,1,1,107.793857142857
"124","A",1,5,"Whole",1997,9,0,0,1,1,1,120.7258
"125","A",1,5,"Whole",1998,9,0,0,1,1,1,167.3666
"126","A",1,5,"Whole",1999,9,0,0,1,1,1,139.260857142857
"127","A",1,5,"Whole",2000,9,0,0,1,1,1,115.9738
"128","A",1,5,"Whole",2001,9,0,0,1,1,1,155.7994
"129","A",1,5,"Whole",2002,9,0,0,1,1,1,47.0871428571429
"130","A",1,5,"Whole",2003,9,0,0,1,1,1,86.2175
"131","A",1,5,"Whole",2004,9,0,0,1,1,1,24.7766714285714
"132","A",1,5,"Whole",2008,9,0,0,1,0,0,10.5128571428571
"133","A",1,5,"Whole",2013,9,0,0,1,0,0,8.28066666666667
"134","A",1,5,"Whole",2018,9,0,0,1,0,0,11.7125
"135","A",1,5,"Whole",2019,9,0,0,1,0,0,19.7777777777778
"136","A",1,6,"Whole",1982,8,0,1,1,1,1,42.9382222222222
"137","A",1,6,"Whole",1983,8,0,1,1,1,1,51.5745454545455
"138","A",1,6,"Whole",1984,8,0,1,1,1,1,93.41625
"139","A",1,6,"Whole",1985,8,0,1,1,1,1,120.814857142857
"140","A",1,6,"Whole",1986,8,0,1,1,1,1,1080.35
"141","A",1,6,"Whole",1987,8,0,1,1,1,1,485.889
"142","A",1,6,"Whole",1988,8,0,1,1,1,1,519.7
"143","A",1,6,"Whole",1989,8,0,1,1,1,1,307.59
"144","A",1,6,"Whole",1990,8,0,1,1,1,1,299.027666666667
"145","A",1,6,"Whole",1991,8,0,1,1,1,1,566.42
"146","A",1,6,"Whole",1992,8,0,1,1,1,1,129.168
"147","A",1,6,"Whole",1993,8,0,1,1,1,1,235.1085
"148","A",1,6,"Whole",1994,8,0,1,1,1,1,200.61825
"149","A",1,6,"Whole",1995,8,0,1,1,1,1,233.952428571429
"150","A",1,6,"Whole",1996,8,0,1,1,1,1,209.5126
"151","A",1,6,"Whole",1997,8,0,1,1,1,1,156.7925
"152","A",1,6,"Whole",1998,8,0,1,1,1,1,161.635857142857
"153","A",1,6,"Whole",1999,8,0,1,1,1,1,326.7134
"154","A",1,6,"Whole",2000,8,0,1,1,1,1,208.622333333333
"155","A",1,6,"Whole",2001,8,0,1,1,1,1,86.5375714285714
"156","A",1,6,"Whole",2002,8,0,1,1,1,1,80.9414
"157","A",1,6,"Whole",2003,8,0,1,1,1,1,134.5008
"158","A",1,6,"Whole",2004,8,0,1,1,1,1,62.58666
"159","A",1,6,"Whole",2008,8,0,1,1,0,0,197.42
"160","A",1,6,"Whole",2013,8,0,1,1,0,0,199.143333333333
"161","A",1,6,"Whole",2018,8,0,1,1,0,0,253.7
"162","A",1,6,"Whole",2019,8,0,1,1,0,0,150.73
"163","A",1,7,"Whole",1982,7,0,1,1,1,1,49.6805384615385
"164","A",1,7,"Whole",1983,7,0,1,1,1,1,64.3392
"165","A",1,7,"Whole",1984,7,0,1,1,1,1,75.5293333333333
"166","A",1,7,"Whole",1985,7,0,1,1,1,1,248.161
"167","A",1,7,"Whole",1986,7,0,1,1,1,1,605.375666666667
"168","A",1,7,"Whole",1987,7,0,1,1,1,1,589.445666666667
"169","A",1,7,"Whole",1988,7,0,1,1,1,1,391.0665
"170","A",1,7,"Whole",1989,7,0,1,1,1,1,280.555666666667
"171","A",1,7,"Whole",1990,7,0,1,1,1,1,210.149
"172","A",1,7,"Whole",1991,7,0,1,1,1,1,237.155666666667
"173","A",1,7,"Whole",1992,7,0,1,1,1,1,372.367666666667
"174","A",1,7,"Whole",1993,7,0,1,1,1,1,322.479
"175","A",1,7,"Whole",1994,7,0,1,1,1,1,259.7915
"176","A",1,7,"Whole",1995,7,0,1,1,1,1,324.2
"177","A",1,7,"Whole",1996,7,0,1,1,1,1,198.21
"178","A",1,7,"Whole",1997,7,0,1,1,1,1,259.278
"179","A",1,7,"Whole",1998,7,0,1,1,1,1,426.763333333333
"180","A",1,7,"Whole",1999,7,0,1,1,1,1,512.3415
"181","A",1,7,"Whole",2000,7,0,1,1,1,1,126.8726
"182","A",1,7,"Whole",2001,7,0,1,1,1,1,200.3474
"183","A",1,7,"Whole",2002,7,0,1,1,1,1,307.089
"184","A",1,7,"Whole",2003,7,0,1,1,1,1,101.0794
"185","A",1,7,"Whole",2004,7,0,1,1,1,1,82.1783333333333
"186","A",1,7,"Whole",2008,7,0,1,1,0,0,42.31
"187","A",1,7,"Whole",2013,7,0,1,1,0,0,78.0542857142857
"188","A",1,7,"Whole",2018,7,0,1,1,0,0,106.02
"189","A",1,7,"Whole",2019,7,0,1,1,0,0,85.214
"190","A",1,8,"Whole",1982,4,0,1,1,1,1,20.889
"191","A",1,8,"Whole",1983,4,0,1,1,1,1,15.0595
"192","A",1,8,"Whole",1984,4,0,1,1,1,1,26.0978
"193","A",1,8,"Whole",1985,4,0,1,1,1,1,30.4991818181818
"194","A",1,8,"Whole",1986,4,0,1,1,1,1,47.1192222222222
"195","A",1,8,"Whole",1987,4,0,1,1,1,1,76.1385714285714
"196","A",1,8,"Whole",1988,4,0,1,1,1,1,107.67425
"197","A",1,8,"Whole",1989,4,0,1,1,1,1,92.58325
"198","A",1,8,"Whole",1990,4,0,1,1,1,1,75.8873333333333
"199","A",1,8,"Whole",1991,4,0,1,1,1,1,122.081
"200","A",1,8,"Whole",1992,4,0,1,1,1,1,169.65925
"201","A",1,8,"Whole",1993,4,0,1,1,1,1,107.7208
"202","A",1,8,"Whole",1994,4,0,1,1,1,1,88.6951666666667
"203","A",1,8,"Whole",1995,4,0,1,1,1,1,257.89
"204","A",1,8,"Whole",1996,4,0,1,1,1,1,129.0534
"205","A",1,8,"Whole",1997,4,0,1,1,1,1,184.93
"206","A",1,8,"Whole",1998,4,0,1,1,1,1,230.55925
"207","A",1,8,"Whole",1999,4,0,1,1,1,1,300.595
"208","A",1,8,"Whole",2000,4,0,1,1,1,1,178.82325
"209","A",1,8,"Whole",2001,4,0,1,1,1,1,161.7386
"210","A",1,8,"Whole",2002,4,0,1,1,1,1,216.52
"211","A",1,8,"Whole",2003,4,0,1,1,1,1,205.56575
"212","A",1,8,"Whole",2004,4,0,1,1,1,1,56.5104833333333
"213","A",1,8,"Whole",2008,4,0,1,1,0,0,25.0275
"214","A",1,8,"Whole",2013,4,0,1,1,0,0,58.7828571428571
"215","A",1,8,"Whole",2018,4,0,1,1,0,0,33.7988888888889
"216","A",1,8,"Whole",2019,4,0,1,1,0,0,51.574
"217","A",1,9,"Whole",1982,6,0,1,1,1,1,31.9315
"218","A",1,9,"Whole",1983,6,0,1,1,1,1,103.982833333333
"219","A",1,9,"Whole",1984,6,0,1,1,1,1,60.7523333333333
"220","A",1,9,"Whole",1985,6,0,1,1,1,1,64.9918571428571
"221","A",1,9,"Whole",1986,6,0,1,1,1,1,137.6474
"222","A",1,9,"Whole",1987,6,0,1,1,1,1,171.26825
"223","A",1,9,"Whole",1988,6,0,1,1,1,1,194.333333333333
"224","A",1,9,"Whole",1989,6,0,1,1,1,1,172.2074
"225","A",1,9,"Whole",1990,6,0,1,1,1,1,166.735666666667
"226","A",1,9,"Whole",1991,6,0,1,1,1,1,369.2
"227","A",1,9,"Whole",1992,6,0,1,1,1,1,258.46675
"228","A",1,9,"Whole",1993,6,0,1,1,1,1,103.575714285714
"229","A",1,9,"Whole",1994,6,0,1,1,1,1,234.88
"230","A",1,9,"Whole",1995,6,0,1,1,1,1,571.445666666667
"231","A",1,9,"Whole",1996,6,0,1,1,1,1,173.3715
"232","A",1,9,"Whole",1997,6,0,1,1,1,1,212.3765
"233","A",1,9,"Whole",1998,6,0,1,1,1,1,301.651
"234","A",1,9,"Whole",1999,6,0,1,1,1,1,299.14075
"235","A",1,9,"Whole",2000,6,0,1,1,1,1,98.7788333333333
"236","A",1,9,"Whole",2001,6,0,1,1,1,1,124.24825
"237","A",1,9,"Whole",2002,6,0,1,1,1,1,153.1505
"238","A",1,9,"Whole",2003,6,0,1,1,1,1,99.235
"239","A",1,9,"Whole",2004,6,0,1,1,1,1,49.4198571428571
"240","A",1,9,"Whole",2008,6,0,1,1,0,0,30.198
"241","A",1,9,"Whole",2013,6,0,1,1,0,0,71.87625
"242","A",1,9,"Whole",2018,6,0,1,1,0,0,51.8675
"243","A",1,9,"Whole",2019,6,0,1,1,0,0,60.8528571428571
"244","A",1,10,"Whole",1982,3,0,1,1,1,1,22.9190714285714
"245","A",1,10,"Whole",1983,3,0,1,1,1,1,58.131
"246","A",1,10,"Whole",1984,3,0,1,1,1,1,13.5647058823529
"247","A",1,10,"Whole",1985,3,0,1,1,1,1,51.886625
"248","A",1,10,"Whole",1986,3,0,1,1,1,1,27.910375
"249","A",1,10,"Whole",1987,3,0,1,1,1,1,42.7304
"250","A",1,10,"Whole",1988,3,0,1,1,1,1,74.3506666666667
"251","A",1,10,"Whole",1989,3,0,1,1,1,1,47.0001
"252","A",1,10,"Whole",1990,3,0,1,1,1,1,73.984
"253","A",1,10,"Whole",1991,3,0,1,1,1,1,53.9306363636364
"254","A",1,10,"Whole",1992,3,0,1,1,1,1,108.7726
"255","A",1,10,"Whole",1993,3,0,1,1,1,1,59.0147777777778
"256","A",1,10,"Whole",1994,3,0,1,1,1,1,23.9906363636364
"257","A",1,10,"Whole",1995,3,0,1,1,1,1,198.184
"258","A",1,10,"Whole",1996,3,0,1,1,1,1,91.74
"259","A",1,10,"Whole",1997,3,0,1,1,1,1,148.6586
"260","A",1,10,"Whole",1998,3,0,1,1,1,1,108.766
"261","A",1,10,"Whole",1999,3,0,1,1,1,1,359.753333333333
"262","A",1,10,"Whole",2000,3,0,1,1,1,1,205.9534
"263","A",1,10,"Whole",2001,3,0,1,1,1,1,161.7254
"264","A",1,10,"Whole",2002,3,0,1,1,1,1,84.852
"265","A",1,10,"Whole",2003,3,0,1,1,1,1,88.8658
"266","A",1,10,"Whole",2004,3,0,1,1,1,1,25.8638833333333
"267","A",1,10,"Whole",2008,3,0,1,1,0,0,6.92
"268","A",1,10,"Whole",2013,3,0,1,1,0,0,33.2327272727273
"269","A",1,10,"Whole",2018,3,0,1,1,0,0,44.4
"270","A",1,10,"Whole",2019,3,0,1,1,0,0,35.9933333333333
"271","A",1,11,"Whole",1982,8,0,1,1,1,1,42.6744166666667
"272","A",1,11,"Whole",1983,8,0,1,1,1,1,293.059142857143
"273","A",1,11,"Whole",1984,8,0,1,1,1,1,189.006
"274","A",1,11,"Whole",1985,8,0,1,1,1,1,258.617666666667
"275","A",1,11,"Whole",1986,8,0,1,1,1,1,296.394
"276","A",1,11,"Whole",1987,8,0,1,1,1,1,337.059
"277","A",1,11,"Whole",1988,8,0,1,1,1,1,350.7015
"278","A",1,11,"Whole",1989,8,0,1,1,1,1,388.1
"279","A",1,11,"Whole",1990,8,0,1,1,1,1,193.9325
"280","A",1,11,"Whole",1991,8,0,1,1,1,1,392.911
"281","A",1,11,"Whole",1992,8,0,1,1,1,1,298.456666666667
"282","A",1,11,"Whole",1993,8,0,1,1,1,1,369.861
"283","A",1,11,"Whole",1994,8,0,1,1,1,1,84.1616666666667
"284","A",1,11,"Whole",1995,8,0,1,1,1,1,253.45075
"285","A",1,11,"Whole",1996,8,0,1,1,1,1,404.61
"286","A",1,11,"Whole",1997,8,0,1,1,1,1,249.743333333333
"287","A",1,11,"Whole",1998,8,0,1,1,1,1,374.412333333333
"288","A",1,11,"Whole",1999,8,0,1,1,1,1,616.656666666667
"289","A",1,11,"Whole",2000,8,0,1,1,1,1,315.856666666667
"290","A",1,11,"Whole",2001,8,0,1,1,1,1,104.171857142857
"291","A",1,11,"Whole",2002,8,0,1,1,1,1,110.3514
"292","A",1,11,"Whole",2003,8,0,1,1,1,1,167.41
"293","A",1,11,"Whole",2004,8,0,1,1,1,1,64.82736
"294","A",1,11,"Whole",2008,8,0,1,1,0,0,58.84
"295","A",1,11,"Whole",2013,8,0,1,1,0,0,101.645
"296","A",1,11,"Whole",2018,8,0,1,1,0,0,437.83
"297","A",1,11,"Whole",2019,8,0,1,1,0,0,599.53
"298","A",1,12,"Whole",1982,1,0,1,1,1,1,17.00725
"299","A",1,12,"Whole",1983,1,0,1,1,1,1,17.9420666666667
"300","A",1,12,"Whole",1984,1,0,1,1,1,1,26.1400714285714
"301","A",1,12,"Whole",1985,1,0,1,1,1,1,39.7584
"302","A",1,12,"Whole",1986,1,0,1,1,1,1,38.1357272727273
"303","A",1,12,"Whole",1987,1,0,1,1,1,1,57.7090909090909
"304","A",1,12,"Whole",1988,1,0,1,1,1,1,42.058375
"305","A",1,12,"Whole",1989,1,0,1,1,1,1,136.2008
"306","A",1,12,"Whole",1990,1,0,1,1,1,1,36.669625
"307","A",1,12,"Whole",1991,1,0,1,1,1,1,132.7934
"308","A",1,12,"Whole",1992,1,0,1,1,1,1,67.8905714285714
"309","A",1,12,"Whole",1993,1,0,1,1,1,1,34.2367272727273
"310","A",1,12,"Whole",1994,1,0,1,1,1,1,133.52425
"311","A",1,12,"Whole",1995,1,0,1,1,1,1,73.012125
"312","A",1,12,"Whole",1996,1,0,1,1,1,1,131.2186
"313","A",1,12,"Whole",1997,1,0,1,1,1,1,153.3594
"314","A",1,12,"Whole",1998,1,0,1,1,1,1,150.0208
"315","A",1,12,"Whole",1999,1,0,1,1,1,1,149.589333333333
"316","A",1,12,"Whole",2000,1,0,1,1,1,1,104.627333333333
"317","A",1,12,"Whole",2001,1,0,1,1,1,1,50.3226666666667
"318","A",1,12,"Whole",2002,1,0,1,1,1,1,60.14125
"319","A",1,12,"Whole",2003,1,0,1,1,1,1,160.022166666667
"320","A",1,12,"Whole",2004,1,0,1,1,1,1,13.4905285714286
"321","A",1,12,"Whole",2008,1,0,1,1,0,0,6.69857142857143
"322","A",1,12,"Whole",2013,1,0,1,1,0,0,35.532
"323","A",1,12,"Whole",2018,1,0,1,1,0,0,13.633
"324","A",1,12,"Whole",2019,1,0,1,1,0,0,20.72875
"325","A",1,13,"Whole",1982,5,0,1,1,1,1,30.1462666666667
"326","A",1,13,"Whole",1983,5,0,1,1,1,1,14.8396666666667
"327","A",1,13,"Whole",1984,5,0,1,1,1,1,32.4675
"328","A",1,13,"Whole",1985,5,0,1,1,1,1,57.0016666666667
"329","A",1,13,"Whole",1986,5,0,1,1,1,1,57.486
"330","A",1,13,"Whole",1987,5,0,1,1,1,1,182.348333333333
"331","A",1,13,"Whole",1988,5,0,1,1,1,1,247.032333333333
"332","A",1,13,"Whole",1989,5,0,1,1,1,1,197.791
"333","A",1,13,"Whole",1990,5,0,1,1,1,1,86.714
"334","A",1,13,"Whole",1991,5,0,1,1,1,1,217.23175
"335","A",1,13,"Whole",1992,5,0,1,1,1,1,332.9015
"336","A",1,13,"Whole",1993,5,0,1,1,1,1,329.969
"337","A",1,13,"Whole",1994,5,0,1,1,1,1,48.0387142857143
"338","A",1,13,"Whole",1995,5,0,1,1,1,1,327.756666666667
"339","A",1,13,"Whole",1996,5,0,1,1,1,1,358.999
"340","A",1,13,"Whole",1997,5,0,1,1,1,1,267.611
"341","A",1,13,"Whole",1998,5,0,1,1,1,1,335.889
"342","A",1,13,"Whole",1999,5,0,1,1,1,1,208.31075
"343","A",1,13,"Whole",2000,5,0,1,1,1,1,117.9348
"344","A",1,13,"Whole",2001,5,0,1,1,1,1,192.9808
"345","A",1,13,"Whole",2002,5,0,1,1,1,1,193.4175
"346","A",1,13,"Whole",2003,5,0,1,1,1,1,128.045666666667
"347","A",1,13,"Whole",2004,5,0,1,1,1,1,119.600825
"348","A",1,13,"Whole",2013,5,0,1,1,0,0,114.906666666667
"349","A",1,13,"Whole",2018,5,0,1,1,0,0,53.8966666666667
"350","A",1,13,"Whole",2019,5,0,1,1,0,0,63.3825
"351","A",1,14,"Whole",1982,6,0,1,1,1,1,20.7971428571429
"352","A",1,14,"Whole",1983,6,0,1,1,1,1,35.7724545454545
"353","A",1,14,"Whole",1984,6,0,1,1,1,1,56.869
"354","A",1,14,"Whole",1985,6,0,1,1,1,1,247.054
"355","A",1,14,"Whole",1986,6,0,1,1,1,1,562.265
"356","A",1,14,"Whole",1987,6,0,1,1,1,1,610.567666666667
"357","A",1,14,"Whole",1988,6,0,1,1,1,1,439.985
"358","A",1,14,"Whole",1989,6,0,1,1,1,1,220.94175
"359","A",1,14,"Whole",1990,6,0,1,1,1,1,222.666666666667
"360","A",1,14,"Whole",1991,6,0,1,1,1,1,596.55
"361","A",1,14,"Whole",1992,6,0,1,1,1,1,502.999
"362","A",1,14,"Whole",1993,6,0,1,1,1,1,129.570625
"363","A",1,14,"Whole",1994,6,0,1,1,1,1,100.26
"364","A",1,14,"Whole",1995,6,0,1,1,1,1,273.801
"365","A",1,14,"Whole",1996,6,0,1,1,1,1,181.3575
"366","A",1,14,"Whole",1997,6,0,1,1,1,1,257.77
"367","A",1,14,"Whole",1998,6,0,1,1,1,1,299.96
"368","A",1,14,"Whole",1999,6,0,1,1,1,1,199.16425
"369","A",1,14,"Whole",2000,6,0,1,1,1,1,133.8794
"370","A",1,14,"Whole",2001,6,0,1,1,1,1,231.0665
"371","A",1,14,"Whole",2002,6,0,1,1,1,1,216.6825
"372","A",1,14,"Whole",2003,6,0,1,1,1,1,301.52525
"373","A",1,14,"Whole",2004,6,0,1,1,1,1,29.8946
"374","A",1,14,"Whole",2008,6,0,1,1,0,0,46.3566666666667
"375","A",1,14,"Whole",2013,6,0,1,1,0,0,86.4816666666667
"376","A",1,14,"Whole",2018,6,0,1,1,0,0,237.665
"377","A",1,14,"Whole",2019,6,0,1,1,0,0,98.9425
"378","A",1,15,"Whole",1982,3,0,1,1,1,1,26.123
"379","A",1,15,"Whole",1983,3,0,1,1,1,1,19.91925
"380","A",1,15,"Whole",1984,3,0,1,1,1,1,18.1113157894737
"381","A",1,15,"Whole",1985,3,0,1,1,1,1,67.9905454545455
"382","A",1,15,"Whole",1986,3,0,1,1,1,1,32.8453571428571
"383","A",1,15,"Whole",1987,3,0,1,1,1,1,78.3458888888889
"384","A",1,15,"Whole",1988,3,0,1,1,1,1,90.5395
"385","A",1,15,"Whole",1989,3,0,1,1,1,1,52.874
"386","A",1,15,"Whole",1990,3,0,1,1,1,1,48.0982
"387","A",1,15,"Whole",1991,3,0,1,1,1,1,49.4990769230769
"388","A",1,15,"Whole",1992,3,0,1,1,1,1,110.1605
"389","A",1,15,"Whole",1993,3,0,1,1,1,1,40.9372222222222
"390","A",1,15,"Whole",1994,3,0,1,1,1,1,85.195375
"391","A",1,15,"Whole",1995,3,0,1,1,1,1,183.68
"392","A",1,15,"Whole",1996,3,0,1,1,1,1,168.72
"393","A",1,15,"Whole",1997,3,0,1,1,1,1,169.0526
"394","A",1,15,"Whole",1998,3,0,1,1,1,1,200.98425
"395","A",1,15,"Whole",1999,3,0,1,1,1,1,196.2675
"396","A",1,15,"Whole",2000,3,0,1,1,1,1,53.1757142857143
"397","A",1,15,"Whole",2001,3,0,1,1,1,1,151.045
"398","A",1,15,"Whole",2002,3,0,1,1,1,1,160.2724
"399","A",1,15,"Whole",2003,3,0,1,1,1,1,155.766666666667
